Pontos avaliados na superfície 10 10
delats u e v : 0.43 0.406
x(0, 0) = 1.33567 1.63793 0.195616
x(0, 1) = 1.33567 1.79744 0.161342
x(0, 2) = 1.33567 1.9345 0.145655
x(0, 3) = 1.33567 2.02642 0.143237
x(0, 4) = 1.33567 2.0505 0.148772
x(0, 5) = 1.33567 1.98402 0.156943
x(0, 6) = 1.33567 1.80639 0.162573
x(0, 7) = 1.33567 1.54542 0.163914
x(0, 8) = 1.33567 1.26675 0.162689
x(0, 9) = 1.33567 1.0228 0.160588
x(1, 0) = 1.49257 1.55333 0.320565
x(1, 1) = 1.49257 1.71283 0.252158
x(1, 2) = 1.49257 1.84986 0.193458
x(1, 3) = 1.49257 1.94174 0.150613
x(1, 4) = 1.49257 1.96573 0.129772
x(1, 5) = 1.49257 1.89913 0.137083
x(1, 6) = 1.49257 1.72132 0.178108
x(1, 7) = 1.49257 1.46015 0.244852
x(1, 8) = 1.49257 1.18128 0.318544
x(1, 9) = 1.49257 0.93717 0.383993
x(2, 0) = 1.6557 1.46888 0.466901
x(2, 1) = 1.6557 1.62878 0.363211
x(2, 2) = 1.6557 1.76692 0.257589
x(2, 3) = 1.6557 1.86094 0.168381
x(2, 4) = 1.6557 1.88846 0.113934
x(2, 5) = 1.6557 1.82714 0.112594
x(2, 6) = 1.6557 1.65664 0.181398
x(2, 7) = 1.6557 1.40406 0.306769
x(2, 8) = 1.6557 1.13355 0.449807
x(2, 9) = 1.6557 0.896439 0.578576
x(3, 0) = 1.82589 1.40531 0.62116
x(3, 1) = 1.82589 1.56617 0.486153
x(3, 2) = 1.82589 1.70692 0.335469
x(3, 3) = 1.82589 1.80601 0.198905
x(3, 4) = 1.82589 1.84191 0.106257
x(3, 5) = 1.82589 1.79308 0.0873203
x(3, 6) = 1.82589 1.63991 0.169958
x(3, 7) = 1.82589 1.40766 0.336706
x(3, 8) = 1.82589 1.15696 0.531886
x(3, 9) = 1.82589 0.936433 0.709386
x(4, 0) = 2.00399 1.38333 0.769881
x(4, 1) = 2.00399 1.54585 0.612636
x(4, 2) = 2.00399 1.69109 0.424522
x(4, 3) = 2.00399 1.79894 0.244553
x(4, 4) = 2.00399 1.84928 0.111742
x(4, 5) = 2.00399 1.82198 0.0651054
x(4, 6) = 2.00399 1.69867 0.141307
x(4, 7) = 2.00399 1.50148 0.321702
x(4, 8) = 2.00399 1.2849 0.540188
x(4, 9) = 2.00399 1.09298 0.741473
x(5, 0) = 2.19053 1.42292 0.899771
x(5, 1) = 2.19053 1.58793 0.73433
x(5, 2) = 2.19053 1.73991 0.522046
x(5, 3) = 2.19053 1.86088 0.307475
x(5, 4) = 2.19053 1.93284 0.135177
x(5, 5) = 2.19053 1.9378 0.0497096
x(5, 6) = 2.19053 1.85923 0.0931697
x(5, 7) = 2.19053 1.71459 0.249427
x(5, 8) = 2.19053 1.54915 0.451186
x(5, 9) = 2.19053 1.40007 0.641334
x(6, 0) = 2.37756 1.52071 1.00351
x(6, 1) = 2.37756 1.68885 0.843945
x(6, 2) = 2.37756 1.84932 0.621799
x(6, 3) = 2.37756 1.98683 0.3833
x(6, 4) = 2.37756 2.08607 0.174681
x(6, 5) = 2.37756 2.13172 0.0421706
x(6, 6) = 2.37756 2.10957 0.02973
x(6, 7) = 2.37756 2.03118 0.127127
x(6, 8) = 2.37756 1.93023 0.274814
x(6, 9) = 2.37756 1.83518 0.421026
x(7, 0) = 2.55089 1.64846 1.08263
x(7, 1) = 2.55089 1.8199 0.93752
x(7, 2) = 2.55089 1.98936 0.715433
x(7, 3) = 2.55089 2.14436 0.461663
x(7, 4) = 2.55089 2.27242 0.221504
x(7, 5) = 2.55089 2.36109 0.0402517
x(7, 6) = 2.55089 2.39858 -0.0387
x(7, 7) = 2.55089 2.39021 -0.0179607
x(7, 8) = 2.55089 2.35743 0.0558094
x(7, 9) = 2.55089 2.3195 0.140391
x(8, 0) = 2.701 1.78168 1.14079
x(8, 1) = 2.701 1.95623 1.01368
x(8, 2) = 2.701 2.13414 0.797245
x(8, 3) = 2.701 2.3056 0.53445
x(8, 4) = 2.701 2.4608 0.268269
x(8, 5) = 2.701 2.58993 0.0416747
x(8, 6) = 2.701 2.68354 -0.103827
x(8, 7) = 2.701 2.74108 -0.162931
x(8, 8) = 2.701 2.77245 -0.167661
x(8, 9) = 2.701 2.78826 -0.149182
x(9, 0) = 2.82034 1.89878 1.18189
x(9, 1) = 2.82034 2.07593 1.07182
x(9, 2) = 2.82034 2.26089 0.862645
x(9, 3) = 2.82034 2.44608 0.594756
x(9, 4) = 2.82034 2.62392 0.308526
x(9, 5) = 2.82034 2.78683 0.044333
x(9, 6) = 2.82034 2.92728 -0.158508
x(9, 7) = 2.82034 3.03981 -0.287752
x(9, 8) = 2.82034 3.12472 -0.362065
x(9, 9) = 2.82034 3.18538 -0.402442
